Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Siri,Henriksen,Madsenstykket 3C,Magnusborg,1290,Norge,NO,19960320-8423,+47,483 78 048,1996-03-20,True
Astrid,Amundsen,Jacobsenlyngen 96,Metteby,5140,Norge,NO,19701003-5159,+47,495 89 220,1970-10-03,True
Henrik,Börjesson,Åkerstigen 620,Sandviken,25616,Sverige,SE,19760810-6320,+46,055-74 66 51,1976-08-10,True
Ulla,Holm,Kyrkgatan 24,Malmö,74587,Sverige,SE,19840313-6666,+46,08-797 26 96,1984-03-13,True
Aud,Aune,Abrahamsenstubben 1,Mathisen,6288,Norge,NO,19400701-5654,+47,97 06 52 11,1940-07-01,True
Victoria,Thompson,Mark Crescent 93071,West Patricia,20249,Danmark,DK,19520102-0463,+45,+1-972-434-1048x62990,1952-01-02,True
Nicole,Smith,Mary Views 00041,Lake Nicole,44506,Danmark,DK,19530715-8612,+45,001-567-770-2427,1953-07-15,True
Brandon,Reyes,Jamie Trail 49905,Alexandraburgh,73695,Danmark,DK,19930727-4833,+45,001-892-890-1850,1993-07-27,True
Trond,Edvardsen,Brekkefaret 1,Hagen,6470,Norge,NO,19700415-2102,+47,48 22 99 31,1970-04-15,True
Ida,Almqvist,Skolvägen 069,Sandviken,59335,Sverige,SE,19740511-8312,+46,+46 (0)46 01 35 98,1974-05-11,True
Bo,Olsen,Strandvägen 15,Karlskoga,69888,Sverige,SE,19851031-8985,+46,0368-192 41,1985-10-31,True
Elin,Andersson,Ekgatan 20,Helsingborg,33378,Sverige,SE,19590810-8859,+46,+46 (0)8 706 752 24,1959-08-10,True
Ulla-Britt,Eriksson,Nystigen 42,Västerås,36553,Sverige,SE,19461205-9404,+46,035-66 68 23,1946-12-05,True
Ewa,Karlsson,Parkstigen 347,Varberg,50361,Sverige,SE,19621210-9312,+46,08-10 98 03,1962-12-10,True
Helene,Henriksen,Mikkelsenflata 71,Johngrunn,8726,Norge,NO,19490208-0473,+47,+4712935916,1949-02-08,True
Robert,Dunn,Erin Crossing 998,Sanchezville,01634,Danmark,DK,19870803-7684,+45,402-354-1729,1987-08-03,True
Alf,Hagen,Abrahamsenlyngen 981,Eivindeid,0545,Norge,NO,19860711-1032,+47,436 87 890,1986-07-11,True
Eva,Fredriksson,Gentorget 514,Örnsköldsvik,62732,Sverige,SE,19611023-6172,+46,+46 (0)8 083 840 13,1961-10-23,True
Trond,Bakke,Holmstien 72,Sindresand,8178,Norge,NO,19611115-3459,+47,90042527,1961-11-15,True
Christine,Long,Rachel Points 314,Lake Troy,21328,Danmark,DK,19700121-8399,+45,001-327-681-0441,1970-01-21,True
Tuva,Andersson,Skolgatan 79,Malmö,78453,Sverige,SE,19950627-7856,+46,000-540 68 15,1995-06-27,True
Matilda,Andersson,Parkgatan 05,Kalmar,80438,Sverige,SE,19480826-1496,+46,08-397 609 35,1948-08-26,True
Ann,Ljung,Trädgårdstorget 328,Växjö,38980,Sverige,SE,19710812-4461,+46,0907-829 43,1971-08-12,True
Christine,Fritz,Nathan Stravenue 49006,New Travisberg,57937,Danmark,DK,19900426-2039,+45,391-579-2818x62075,1990-04-26,True
Malin,Adolfsson,Trädgårdsvägen 0,Linköping,74032,Sverige,SE,19610917-7529,+46,007-575 85 81,1961-09-17,True
Lars,Holmström,Backvägen 73,Ängelholm,55073,Sverige,SE,19860125-4354,+46,0480-963 37,1986-01-25,True
Klara,Lindberg,Ängsvägen 70,Varberg,67213,Sverige,SE,19740528-5269,+46,+46 (0)380 903 01,1974-05-28,True
Venla,Mäkinen,Louhenpolku 78,Siuntio,43222,Finland,FI,19630213-2941,+358,0457628807,1963-02-13,True
Anders,Sivertsen,Vikgjerdet 7,Pettersen,5058,Norge,NO,19770623-5104,+47,60633652,1977-06-23,True
William,Hjalmarsson,Ängstorget 710,Skellefteå,78205,Sverige,SE,19790213-0210,+46,+46 (0)567 441 82,1979-02-13,True
Kerstin,Krantz,Backvägen 892,Falun,60021,Sverige,SE,19420304-3621,+46,+46 (0)462 630 19,1942-03-04,True
Edith,Larsson,Fabriksgatan 40,Sundsvall,23424,Sverige,SE,19510523-8192,+46,052-72 69 65,1951-05-23,True
Hans,Christensen,Svendsenhaugen 7,Karinsand,4421,Norge,NO,19800628-6864,+47,92 73 15 06,1980-06-28,True
Bente,Pedersen,Ahmedalléen 8A,Nilsen,5757,Norge,NO,19460919-8476,+47,97683028,1946-09-19,True
Jan,Ali,Idrottsgränd 283,Lund,27954,Sverige,SE,19880819-1726,+46,+46 (0)679 604 22,1988-08-19,True
Barbro,Claesson,Furutorget 76,Piteå,44771,Sverige,SE,19811217-5897,+46,0752-37 39 06,1981-12-17,True
Glen,Kelly,Barry Prairie 040,East Karafort,64212,Danmark,DK,19421004-1255,+45,(941)678-4548,1942-10-04,True
Unni,Haugen,Halvorsenskogen 9C,Leiffoss,6357,Norge,NO,19921125-5062,+47,905 27 971,1992-11-25,True
Caitlin,Molina,Jones Lodge 049,Nicholeberg,08299,Danmark,DK,19980820-3358,+45,(244)593-8458x0386,1998-08-20,True
Karin,Berglund,Kyrkgatan 79,Örebro,25816,Sverige,SE,19750503-8587,+46,0682-16 84 69,1975-05-03,True
Natalie,Oconnor,Seth Greens 8139,Lindashire,13272,Danmark,DK,19610421-9979,+45,550-309-2860,1961-04-21,True
Patrick,Eriksson,Fabrikstorget 704,Malmö,47707,Sverige,SE,19670821-9335,+46,034-449 41 68,1967-08-21,True
Harald,Rønning,Nilsenbråten 7,Martinehamn,2683,Norge,NO,19550710-8078,+47,+47 74 11 51 08,1955-07-10,True
John,Hauge,Hanssenvika 93,Astridsund,0710,Norge,NO,19751225-4351,+47,46868310,1975-12-25,True
Hannele,Johansson,Fabriksgatan 08,Borås,75893,Sverige,SE,19881014-2879,+46,+46 (0)8 630 267 61,1988-10-14,True
Marie,Bakke,Aasfaret 9,Hansen,0404,Norge,NO,19821216-4145,+47,95336335,1982-12-16,True
Alexander,Kristensson,Fabriksgränd 11,Borlänge,85209,Sverige,SE,19870126-2354,+46,08-75 65 58,1987-01-26,True
Joshua,Anderson,Morgan Cliff 331,South Allenland,98880,Danmark,DK,19680120-3040,+45,273-239-5452x2341,1968-01-20,True
Birgit,Forsberg,Björkvägen 556,Malmö,20782,Sverige,SE,19721014-2502,+46,050-84 69 58,1972-10-14,True
Travis,Payne,King Stravenue 4260,East Tabithaview,18856,Danmark,DK,19500611-0509,+45,485.909.2793x42284,1950-06-11,True
Roy,Halvorsen,Nielsenhøgda 8F,Danielbø,8630,Norge,NO,19550330-1171,+47,10 22 27 25,1955-03-30,True
Cecilie,Olsen,Simonsenlunden 98,Trinebø,1710,Norge,NO,19520220-4091,+47,+47 19 25 44 87,1952-02-20,True
Sisko,Penttinen,Uunisepänkatu 0,Kruunupyy,79004,Finland,FI,19950119-6070,+358,+358356996387,1995-01-19,True
Viola,Boman,Fabriksvägen 983,Södertälje,78264,Sverige,SE,19821105-9404,+46,017-146 56 43,1982-11-05,True
Lily,Ahmad,Villavägen 550,Jönköping,91924,Sverige,SE,19910812-3553,+46,08-21 58 61,1991-08-12,True
Jacob,Jordan,Robert Rue 4311,East John,18961,Danmark,DK,19950408-8950,+45,672-772-2771x4395,1995-04-08,True
Elisabet,Nielsen,Strandvägen 858,Lund,30794,Sverige,SE,19590612-3740,+46,+46 (0)8 420 017 75,1959-06-12,True
Joakim,Lunde,Johansenskogen 59,Pettersand,9991,Norge,NO,19720610-0662,+47,51465434,1972-06-10,True
Hans,Jenssen,Pedersenhaugen 41,Erikmark,1884,Norge,NO,19600726-3109,+47,30296978,1960-07-26,True
Anna,Jonsson,Nytorget 594,Skellefteå,68142,Sverige,SE,19650225-7877,+46,08-652 57 26,1965-02-25,True
Christian,Hansen,Rasmussenskrenten 1,Åsestrand,0391,Norge,NO,19780806-4441,+47,64935917,1978-08-06,True
Kim,Martinsen,Hagenjordet 3,Danielsen,5689,Norge,NO,19501207-8593,+47,98 93 33 83,1950-12-07,True
Andrew,Nichols,Alexander Plaza 477,Moraleshaven,46156,Danmark,DK,19450921-0911,+45,(958)729-4406x00055,1945-09-21,True
Elvy,Wallin,Kvarnvägen 1,Jönköping,62416,Sverige,SE,19460109-9031,+46,+46 (0)26 54 47 32,1946-01-09,True
Sandra,Olson,Conley Lights 747,West Carolynborough,25262,Sverige,DK,19660220-0092,+45,001-559-835-4281x587,1966-02-20,True
Cameron,Perez,Carlson Knoll 6485,New Alexis,12641,Danmark,DK,20000825-6118,+45,(204)365-5629,2000-08-25,True
Lena,Holmberg,Industrigatan 0,Varberg,87410,Sverige,SE,19830902-2840,+46,+46 (0)34 15 97 07,1983-09-02,True
Emma,Andersson,Parkgränd 1,Göteborg,55942,Sverige,SE,19630901-3721,+46,08-38 24 52,1963-09-01,True
Jan-Erik,Bäckström,Idrottsstigen 34,Karlskrona,25931,Sverige,SE,19870830-1606,+46,081-85 60 95,1987-08-30,True
Robert,Andersen,Bergebråten 6,Sæther,6456,Norge,NO,19620901-0956,+47,36802699,1962-09-01,True
Margareta,Göransson,Åkergatan 9,Sundsvall,39579,Sverige,SE,19880312-7468,+46,08-81 24 00,1988-03-12,True
Sinikka,Haavisto,Tukkisillanpolku 721,Heinola,54912,Finland,FI,20000814-009T,+358,+358 16 2221868,2000-08-14,True
Erin,Ward,Parks Road 0866,Leslieshire,35474,Danmark,DK,19670826-9912,+45,001-978-202-1397,1967-08-26,True
Nathan,Phelps,Henderson Groves 959,Lake Michael,81212,Danmark,DK,19450120-5357,+45,(388)439-2363x5586,1945-01-20,True
Amanda,Williams,Evans Center 055,Johnsonmouth,89413,Danmark,DK,19590423-8135,+45,470-712-3116,1959-04-23,True
Irene,Österberg,Björkstigen 668,Landskrona,26453,Sverige,SE,19930815-6740,+46,002-601 35 85,1993-08-15,True
Line,Næss,Lundegjerdet 174,Birkeland,4892,Norge,NO,19900215-1064,+47,26328157,1990-02-15,True
Tonje,Andreassen,Myklebustspranget 1,Jennyås,4487,Norge,NO,19800408-2825,+47,42502592,1980-04-08,True
Gösta,Dahlström,Genvägen 274,Nyköping,34200,Sverige,SE,19461008-2169,+46,0682-355 61,1946-10-08,True
Dylan,Rodgers,Alex Highway 4765,Matthewside,62144,Danmark,DK,19791020-2711,+45,(823)770-1837,1979-10-20,True
Laura,Lindberg,Tukkisillanpolku 997,Laukaa,30770,Finland,FI,19591020-684K,+358,082 249 0067,1959-10-20,True
Kenneth,Aasen,Abrahamsenstubben 37,Knutstrøm,1036,Norge,NO,19930415-4423,+47,00670442,1993-04-15,True
Karin,Henriksson,Backtorget 153,Landskrona,81284,Sverige,SE,19510909-4254,+46,017-45 90 54,1951-09-09,True
Sandra,Moss,Flores Circles 500,Longtown,28926,Danmark,DK,19460318-2458,+45,675.875.2778,1946-03-18,True
Karoline,Sørensen,Isaksenmoen 6,Greteodden,8343,Norge,NO,19771128-0501,+47,950 40 056,1977-11-28,True
Margareta,Berggren,Kvarnvägen 417,Trollhättan,33833,Sverige,SE,19600819-7374,+46,+46 (0)83 31 77 23,1960-08-19,True
David,Dorsey,John Run 3857,South Lauraton,17161,Danmark,DK,19781123-9092,+45,863-580-8698x049,1978-11-23,True
Anna,Patton,Williams Course 6009,Brianview,17146,Danmark,DK,19490215-6488,+45,9755922289,1949-02-15,True
Hilde,Haugland,Haugenmarka 90,Abrahamsen,0501,Norge,NO,19830613-1017,+47,969 67 610,1983-06-13,True
Patrick,Hess,Simpson Skyway 6563,Welchton,50973,Danmark,DK,19681201-2471,+45,324.960.2620x8603,1968-12-01,True
Steve,Lopez,Johnson Pine 9762,Johnfurt,52750,Danmark,DK,19590828-4203,+45,001-242-204-9749x38307,1959-08-28,True
Inger,Solheim,Gundersenlunden 77F,Noravik,1700,Norge,NO,19501005-1623,+47,39 34 89 29,1950-10-05,True
Gunilla,Andersson,Parkvägen 449,Skövde,61210,Sverige,SE,19931115-4778,+46,08-71 41 22,1993-11-15,True
Britt,Olsen,Arnesenjordet 293,Steingrunn,8792,Norge,NO,19600816-0100,+47,40403799,1960-08-16,True
Dag,Andersen,Nguyenåsen 18,Theagrunn,5905,Norge,NO,19871116-6545,+47,467 80 548,1987-11-16,True
Kathleen,Walker,Cody Way 84866,Lesliemouth,67254,Danmark,DK,19630127-1192,+45,(355)523-8805,1963-01-27,True
Erik,Olsson,Kvarngatan 830,Örebro,52284,Sverigey,SE,19600825-4888,+46,038-09 30 60,1960-08-25,True
Ole,Antonsen,Hansenstranda 2,Åsevær,7641,Norge,NO,19930904-1104,+47,19024364,1993-09-04,True
Alice,Johansson,Industrivägen 19,Alingsås,24466,Sverige,SE,19440627-5650,+46,+46 (0)8 399 849 16,1944-06-27,True
Ingvar,Skoglund,Björkgatan 100,Falun,98168,Sverige,SE,19690327-4047,+46,018-147 84 00,1969-03-27,True
Fredrik,Svanberg,Strandgatan 0,Karlstad,27128,Sverige,SE,19800616-2279,+46,049-11 70 57,1980-06-16,True
Sten,Nordin,Ängsgatan 5,Helsingborg,86682,Sverige,SE,19830820-2487,+46,08-244 251 60,1983-08-20,True
Randi,Kristoffersen,Eriksenbråten 6,Juliesjøen,5619,Norge,NO,19910619-2862,+47,488 97 779,1991-06-19,True
Geir,Eliassen,Knudsenholtet 7C,Kristofferborg,6035,Norge,NO,19490626-9679,+47,990 96 672,1949-06-26,True
Christina,Magnusson,Skogsgatan 52,Jönköping,93242,Sverige,SE,19841128-1958,+46,08-777 01 88,1984-11-28,True
Sandra,Westlund,Industrigatan 562,Lidingö,75330,Sverige,SE,19971227-1810,+46,08-03 87 62,1997-12-27,True
Katarina,Wikström,Skogsvägen 9,Luleå,48535,Sverige,SE,19630717-7094,+46,+46 (0)56 25 83 41,1963-07-17,True
Alva,Sandin,Idrottsgränd 287,Uddevalla,31305,Sverige,SE,19970104-0982,+46,+46 (0)49 46 88 40,1997-01-04,True
Sean,Murphy,Wilson Landing 4165,Santiagomouth,62590,Danmark,DK,19890712-6473,+45,+1-560-218-5246x6474,1989-07-12,True
Eivind,Strand,Fredriksenvika 38,Lien,2527,Norge,NO,19601103-8462,+47,46709697,1960-11-03,True
Yvonne,Johansson,Kyrkovägen 0,Borås,85247,Sverige,SE,19850313-3183,+46,+46 (0)011 690 30,1985-03-13,True
Eric,Jakobsson,Gengränd 61,Örebro,66270,Sverige,SE,19770722-8408,+46,08-714 94 97,1977-07-22,True
Gunnar,Martinsson,Björkgränd 9,Falun,80257,Sverige,SE,19501017-0552,+46,0670-139 58,1950-10-17,True
Amira,Malmqvist,Parkgatan 68,Trelleborg,49533,Sverige,SE,19810530-6926,+46,+46 (0)8 950 150 30,1981-05-30,True
Henrik,Malm,Trädgårdsvägen 19,Nyköping,92252,Sverige,SE,19871112-6865,+46,0154-75 46 62,1987-11-12,True
Helge,Brekke,Andreassenfaret 75,Oddøy,1929,Norge,NO,19531026-0125,+47,35 47 24 50,1953-10-26,True
Mats,Svensson,Järnvägsgatan 4,Gävle,50003,Sverige,SE,19490828-2830,+46,08-08 96 74,1949-08-28,True
Nils,Knutsen,Engenjordet 6,Leifodden,4739,Norge,NO,19951205-0460,47,53 65 99 17,1995-12-05,True
Elina,Kuusisto,Caloniuksenpolku 187,Hamina,67806,Finland,FI,20000329-3880,+358,+358122035439,2000-03-29,True
Ingrid,Nyman,Björkstigen 9,Örnsköldsvik,98416,Sverige,SE,19710221-2049,+46,+46 (0)8 096 770 95,1971-02-21,True
Johan,Dahl,Ängsstigen 23,Lidköping,70437,Sverige,SE,19670619-9553,+46,+46 (0)18 57 57 33,1967-06-19,True
Jakob,Lindqvist,Stortorget 71,Malmö,27451,Sverige,SE,19800103-3865,+46,+46 (0)277 582 18,1980-01-03,True
Øyvind,Mikkelsen,Bergalléen 64F,Aasen,4830,Norge,NO,19660208-9861,+47,480 06 654,1966-02-08,True
Kelly,Soto,Peter Heights 11761,East Julianmouth,06439,Danmark,DK,19800106-8130,+45,+1-757-250-1692x88004,1980-01-06,True
Evert,Karlsson,Stationsgatan 4,Lidingö,62480,Sverige,SE,19630901-9026,+46,083-77 34 65,1963-09-01,True
Maria,Nilsson,Villagatan 0,Uppsala,60262,Sverige,SE,19830802-1853,+46,08-19 69 25,1983-08-02,True
Hanna,Holm,Andresenholtet 93,Larsen,7996,Norge,NO,19980509-1140,+47,+4774528141,1998-05-09,True
Astrid,Nilsson,Skolgatan 0,Helsingborg,21300,Sverige,SE,19401027-1715,+46,013-81 97 44,1940-10-27,True
Emma,Sjöberg,Skogstorget 9,Jönköping,96780,Sverige,SE,19480718-2927,+46,090-81 74 54,1948-07-18,True
Sara,Wikström,Parkvägen 92,Borås,61452,Sverige,SE,19440920-1278,+46,067-030 75 44,1944-09-20,True
Magne,Andersen,Erikseneggen 72,Eide,8487,Norge,NO,19620401-8376,+47,434 87 801,1962-04-01,True
Håkan,Fredriksson,Ringstigen 0,Stockholm,48383,Sverige,SE,19440914-2552,+46,0051-288 09,1944-09-14,True
Eivind,Hagen,Fredriksenrøa 12,Olesjøen,6297,Norge,NO,19421112-7279,+47,+4792712617,1942-11-12,True
Joel,Ericsson,Gengatan 869,Västerås,83198,Sverige,SE,19460516-3601,+46,+46 (0)979 502 52,1946-05-16,True
Tore,Pettersen,Knudsenåsen 87,Astridodden,8421,Norge,NO,19430206-0831,+47,909 94 759,1943-02-06,True
Morten,Hagen,Dahljordet 41,Andresen,0629,Norge,NO,19590415-6637,+47,27392128,1959-04-15,True
Marie,Strøm,Sivertsenroa 91,Jenssand,4021,Norge,NO,20001025-4743,+46,417 42 761,2000-10-25,True
Emilia,Antikainen,Bertel Jungin bulevardi 9,Kuusamo,70504,Finland,FI,19740812-270S,+358,+358253528903,1974-08-12,True
Stig,Andersson,Trädgårdsstigen 79,Jönköping,95367,Sverige,SE,19860219-3157,+46,08-037 081 53,1986-02-19,True
Omar,Andersson,Bäckvägen 16,Halmstad,62665,Sverige,SE,19560815-8417,+46,096-66 27 53,1956-08-15,True
Kristina,Sundberg,Fabriksgränd 2,Uppsala,78264,Sverige,SE,19551105-4211,+46,08-658 44 33,1955-11-05,True
Andréas,Ljung,Björkstigen 322,Borlänge,21987,Sverige,SE,19420930-5761,+46,08-022 989 72,1942-09-30,True
Hanna,Jonsson,Åkergränd 1,Motala,59952,Sverige,SE,19870915-7958,+46,0291-839 82,1987-09-15,True
Laila,Eide,Larsenekra 7,Fredriksen,0093,Norge,NO,19481227-5937,+47,995 19 150,1948-12-27,True
Anders,Lundgren,Backtorget 35,Malmö,20549,Sverige,SE,19671112-8390,+46,064-71 93 69,1967-11-12,True
Lennart,Hansson,Kyrkgatan 04,Borås,80761,Sverige,SE,19540812-6229,+46,051-950 60 76,1954-08-12,True
Dan,Mohammadi,Industritorget 5,Sandviken,19426,Sverige,SE,19720908-6520,+46,028-55 99 69,1972-09-08,True
Daniel,Lind,Kyrktorget 9,Norrköping,84117,Sverige,SE,19830918-1115,+46,+46 (0)8 370 154 00,1983-09-18,True
Pekka,Lehtinen,Zaidantie 194,Vieremä,00588,Finland,FI,19890903-349N,+358,+358792639709,1989-09-03,True
Frank,Olsson,Trädgårdsstigen 46,Varberg,66880,Sverige,SE,19961130-4378,+46,0285-41 87 20,1996-11-30,True
Muhammad,Karlsson,Kvarngatan 9,Mölndal,95799,Sverige,SE,19511229-3497,+46,08-210 229 61,1951-12-29,True
Helena,Eriksson,Björkgatan 45,Skellefteå,16284,Sverige,SE,19890811-5624,+46,0264-528 99,1989-08-11,True
Margareta,Ahlgren,Stortorget 34,Södertälje,32128,Sverige,SE,19450311-1940,+46,+46 (0)8 933 160 43,1945-03-11,True
Torill,Kristiansen,Knudsenlunden 809,Sverrefjell,2175,Norge,NO,19931016-8260,+47,+4766139185,1993-10-16,True
Emelie,Nilsson,Aspgatan 162,Uppsala,36549,Sverige,SE,19440118-6352,+46,+46 (0)8 993 969 86,1944-01-18,True
Gunborg,Johansson,Stationsgatan 3,Skellefteå,67022,Sverige,SE,19891028-2119,+46,0441-68 54 61,1989-10-28,False
Frode,Sandvik,Næssbråten 81B,Elihamn,6243,Norge,NO,19661113-2510,+47,402 57 290,1966-11-13,True
James,Woods,Amber Knoll 7217,Port Stephanie,82445,Danmark,DK,19980806-8982,+45,405.720.7480,1998-08-06,True
Tore,Aune,Hanssentoppen 4D,Ellingsen,9823,Norge,NO,19650918-6944,+47,46780658,1965-09-18,True
Hans,Lund,Halvorsenkroken 582,Vegardhavn,7331,Norge,NO,19880605-7785,+47,+4711753694,1988-06-05,True
Andrea,Henriksen,Haugenåsen 2,Kristianhelle,4004,Norge,NO,19560110-4416,+47,+4700520507,1956-01-10,True
Viola,Oskarsson,Parkstigen 40,Nyköping,35915,Sverige,SE,19760816-5213,+46,+46 (0)545 063 93,1976-08-16,True
Åsa,Hermansson,Trädgårdsstigen 83,Linköping,25415,Sverige,SE,19970519-9156,+46,023-13 01 30,1997-05-19,True
Ivan,Lundgren,Kvarntorget 6,Lidköping,47168,Sverige,SE,19931205-4328,+46,+46 (0)8 073 432 51,1993-12-05,True
Johan,Knutsen,Berntsenalléen 6,Thorsen,5115,Norge,NO,19691203-0953,+47,59734558,1969-12-03,True
Per,Isaksen,Pettersenplassen 03,Jorunnnes,3964,Norge,NO,19690529-0341,+47,932 02 202,1969-05-29,True
Kristin,Engen,Sørensenflata 2,Jorunnnes,0590,Norge,NO,19750827-0447,+47,+4792279759,1975-08-27,False
Simon,Persson,Fabriksgatan 97,Borlänge,26173,Sverige,SE,19750428-5378,+46,08-00 76 07,1975-04-28,True
Rebecka,Alm,Ringvägen 99,Norrköping,15260,Sverige,SE,20000306-7279,+46,+46 (0)12 87 51 34,2000-03-06,True
Lars,Hansen,Storgatan 16,Uddevalla,38651,Sverige,SE,19450604-9153,+46,08-972 47 25,1945-06-04,True
Elisabet,Eriksson,Grantorget 572,Sundsvall,45888,Sverige,SE,19640807-8296,+46,+46 (0)183 690 21,1964-08-07,True
Christian,Patrick,Foster Glens 71662,East Bretttown,11985,Danmark,DK,19600107-1233,+45,001-617-252-9417,1960-01-07,True
Eva,Engvall,Strandvägen 38,Kalmar,78378,Sverige,SE,19611102-0625,+46,+46 (0)12 19 60 10,1961-11-02,True
Astrid,Persson,Industrigatan 2,Umeå,50582,Sverige,SE,19680701-1510,+46,0114-561 61,1968-07-01,True
Viking,Lund,Strandtorget 89,Örebro,69789,Sverige,SE,19540315-5851,+46,08-01 75 44,1954-03-15,True
Frank,Myhre,Bøekroken 307,Magnevåg,0924,Norge,NO,19411101-0806,+47,51 96 48 78,1941-11-01,True
Rachael,Morris,Maria Plains 07270,Rasmussenton,48399,Danmark,DK,19671027-5937,+45,001-970-951-7402x2351,1967-10-27,True
Turid,Bakken,Sætheralléen 61,Heidistrøm,9365,Norge,NO,19460211-4469,+47,+4707919305,1946-02-11,True
Ulf,Edström,Järnvägsgatan 729,Umeå,10571,Sverige,SE,19611031-1968,+46,046-24 96 79,1961-10-31,True
Margareta,Lappalainen,Rapakivenkuja 0,Vieremä,05755,Finland,FI,19910817-5603,+358,087 679 2696,1991-08-17,True
Roger,Eliassen,Rasmussenekra 6,Helland,8867,Norge,NO,19720626-4189,+47,49572905,1972-06-26,True
Charlotte,Hedlund,Granvägen 304,Sandviken,20719,Sverige,SE,19550728-5767,+46,+46 (0)71 56 59 94,1955-07-28,True
Jonatan,Paulsson,Kvarngränd 8,Uddevalla,78050,Sverige,SE,19441021-8872,+46,043-79 92 14,1944-10-21,True
Randi,Haugen,Strandrøa 75,Kristoffersen,3638,Norge,NO,19491114-7876,+47,+47 69 40 03 06,1949-11-14,True
Emil,Eriksen,Andresenbakken 87A,Finnberg,5391,Norge,NO,19851115-3952,+47,90261344,1985-11-15,True
James,Gonzales,Duncan Stream 8495,Tracyside,85089,Danmark,DK,19931113-2692,+45,(917)359-2262x884,1993-11-13,True
Olavi,Kemppainen,Louhikkopolku 8,Orivesi,89987,Finland,FI,19600324-858B,+358,+358518111500,1960-03-24,True
Märta,Eriksson,Storvägen 15,Helsingborg,10513,Sverige,SE,19490919-9710,+46,+46 (0)8 168 646 52,1949-09-19,True
Maria,Hägg,Gentorget 71,Ängelholm,13967,Sverige,SE,19470411-4829,+46,0620-13 71 95,1947-04-11,True
Christian,Edvardsen,Johansengata 53,Solberg,2505,Norge,NO,19440911-2594,+47,+4780497968,1944-09-11,True
Christer,Norberg,Industritorget 5,Karlskrona,27784,Sverige,SE,19990419-3942,+46,08-166 85 41,1999-04-19,True
Roar,Helland,Jenssensvingen 8,Unnihavn,8781,Norge,NO,19971123-0110,+47,+4776311963,1997-11-23,True
Odd,Pettersen,Hansenvika 6,Tveit,5041,Norge,NO,19710410-9996,+47,08 49 18 46,1971-04-10,True
Tuulikki,Laaksonen,Edelfeltintie 20,Luumäki,61718,Finland,FI,19400321-678T,+358,004 447 7402,1940-03-21,True
Kaija,Laaksonen,Disankatu 393,Espoo,56099,Finland,FI,19930607-356K,+358,(+358) 390929315,1993-06-07,True
Emilia,Norberg,Strandvägen 80,Skövde,80041,Sverige,SE,19820815-2826,+46,+46 (0)603 943 08,1982-08-15,True
Joseph,Anderson,Hall Spring 75605,Kennethside,85519,Danmark,DK,19650323-6245,+45,887-516-0326,1965-03-23,True
Helena,Lundberg,Aspgränd 642,Malmö,28236,Sverige,SE,19530102-1489,+46,+46 (0)481 453 56,1953-01-02,True
Marie,Sandström,Granvägen 767,Stockholm,25852,Sverige,SE,19540426-5367,+46,0619-37 49 99,1954-04-26,True
Hans,Myhre,Hellandgjerdet 28,Johnfoss,0284,Norge,NO,19550620-9889,+47,94795118,1955-06-20,True
Mikael,Liimatainen,Ahdekaunokinkatu 42,Suomussalmi,78447,Finland,FI,19750618-112X,+358,+358 93 0071056,1975-06-18,True
Rune,Norberg,Industrigatan 43,Stockholm,39635,Sverige,SE,19770904-2072,+46,+46 (0)8 341 199 96,1977-09-04,True
Niina,Leppänen,Tuohikoivunkuja 3,Enontekiö,16309,Finland,FI,19940303-372V,+358,+358 05 9275673,1994-03-03,True
Jennie,Nilsson,Villavägen 821,Borlänge,68222,Sverige,SE,19950716-1941,+46,0539-44 76 30,1995-07-16,True
Hanna,Thorsen,Hansenstykket 70,Tommyfoss,4161,Norge,NO,19500829-5036,+47,17888387,1950-08-29,True
Henrik,Solberg,Lienbråten 13H,Amundsen,6832,Norge,NO,19801210-5316,+47,968 78 168,1980-12-10,True
Terttu,Salonen,Winqvistintie 192,Äänekoski,78862,Finland,FI,19501108-866S,+358,+358 450227203,1950-11-08,True
Jonathan,Åsberg,Björkgränd 200,Nyköping,33684,Sverige,SE,19490524-4154,+46,08-343 56 87,1949-05-24,True
Lauren,Todd,Johnson Expressway 786,Mayomouth,29768,Danmark,DK,19850214-8554,+45,+1-880-546-5813x401,1985-02-14,True
Eino,Suominen,Mannerheimintie 95,Juupajoki,56812,Finland,FI,19831104-486Y,+358,+358 862799599,1983-11-04,True
Morten,Svendsen,Hellandjordet 6,Nguyen,5879,Norge,NO,19820914-2434,+47,16830115,1982-09-14,True
Liam,Ali,Kvarnvägen 439,Lund,95294,Sverige,SE,19781113-9808,+46,08-668 497 35,1978-11-13,True
Ingeborg,Karlsen,Holmstranda 2,Næss,6238,Norge,NO,19901214-7974,+47,16189615,1990-12-14,True
Zachary,Lewis,Peterson Well 23349,Basstown,42193,Danmark,DK,19940829-0337,+45,908-289-8918,1994-08-29,True
Thor,Eide,Isaksenmoen 7B,Toreeid,0015,Norge,NO,19741205-6221,+47,977 28 548,1974-12-05,True
Joacim,Holmberg,Genvägen 209,Borlänge,37315,Sverige,SE,19841112-7366,+46,08-926 92 52,1984-11-12,True
